SA4 Name 2016,Population,National Remoteness Areas,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Rate,Fatality_Rate
Melbourne - South East,883260,Major Cities of Australia,5,2015,2015-5,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,5,2016,2016-5,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,5,2017,2017-5,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,5,2018,2018-5,3,3,0.339650839,0.339650839
Melbourne - South East,883260,Major Cities of Australia,5,2019,2019-5,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,5,2020,2020-5,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,5,2021,2021-5,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,6,2015,2015-6,2,4,0.226433893,0.452867785
Melbourne - South East,883260,Major Cities of Australia,6,2017,2017-6,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,6,2018,2018-6,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,6,2019,2019-6,4,4,0.452867785,0.452867785
Melbourne - South East,883260,Major Cities of Australia,6,2020,2020-6,5,6,0.566084732,0.679301678
Melbourne - South East,883260,Major Cities of Australia,6,2021,2021-6,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,7,2015,2015-7,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,7,2016,2016-7,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,7,2017,2017-7,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,7,2019,2019-7,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,7,2020,2020-7,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,7,2021,2021-7,3,3,0.339650839,0.339650839
Melbourne - South East,883260,Major Cities of Australia,8,2015,2015-8,3,3,0.339650839,0.339650839
Melbourne - South East,883260,Major Cities of Australia,8,2016,2016-8,5,5,0.566084732,0.566084732
Melbourne - South East,883260,Major Cities of Australia,8,2017,2017-8,4,5,0.452867785,0.566084732
Melbourne - South East,883260,Major Cities of Australia,8,2018,2018-8,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,8,2019,2019-8,4,5,0.452867785,0.566084732
Melbourne - South East,883260,Major Cities of Australia,8,2020,2020-8,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,8,2021,2021-8,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,9,2015,2015-9,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,9,2017,2017-9,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,9,2018,2018-9,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,9,2019,2019-9,2,3,0.226433893,0.339650839
Melbourne - South East,883260,Major Cities of Australia,10,2015,2015-10,5,5,0.566084732,0.566084732
Melbourne - South East,883260,Major Cities of Australia,10,2016,2016-10,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,10,2017,2017-10,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,10,2018,2018-10,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,10,2019,2019-10,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,11,2015,2015-11,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,11,2016,2016-11,3,3,0.339650839,0.339650839
Melbourne - South East,883260,Major Cities of Australia,11,2017,2017-11,3,3,0.339650839,0.339650839
Melbourne - South East,883260,Major Cities of Australia,11,2018,2018-11,2,2,0.226433893,0.226433893
Melbourne - South East,883260,Major Cities of Australia,12,2016,2016-12,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,12,2017,2017-12,1,1,0.113216946,0.113216946
Melbourne - South East,883260,Major Cities of Australia,12,2019,2019-12,2,2,0.226433893,0.226433893
Melbourne - West,867699,Inner Regional Australia,1,2018,2018-1,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,2,2016,2016-2,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,2,2017,2017-2,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,3,2017,2017-3,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,4,2015,2015-4,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,5,2015,2015-5,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,6,2016,2016-6,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,6,2018,2018-6,1,1,0.115247338,0.115247338
Melbourne - West,867699,Inner Regional Australia,8,2019,2019-8,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,1,2015,2015-1,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,1,2016,2016-1,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,1,2017,2017-1,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,1,2019,2019-1,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,2,2015,2015-2,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,2,2016,2016-2,5,5,0.57623669,0.57623669
Melbourne - West,867699,Major Cities of Australia,2,2017,2017-2,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,2,2019,2019-2,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,2,2021,2021-2,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,3,2015,2015-3,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,3,2016,2016-3,2,3,0.230494676,0.345742014
Melbourne - West,867699,Major Cities of Australia,3,2017,2017-3,6,6,0.691484028,0.691484028
Melbourne - West,867699,Major Cities of Australia,3,2018,2018-3,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,3,2020,2020-3,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,3,2021,2021-3,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,4,2015,2015-4,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,4,2017,2017-4,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,4,2018,2018-4,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,4,2019,2019-4,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,4,2020,2020-4,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,4,2021,2021-4,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,5,2015,2015-5,1,2,0.115247338,0.230494676
Melbourne - West,867699,Major Cities of Australia,5,2016,2016-5,4,4,0.460989352,0.460989352
Melbourne - West,867699,Major Cities of Australia,5,2017,2017-5,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,5,2019,2019-5,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,5,2020,2020-5,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,6,2015,2015-6,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,6,2016,2016-6,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,6,2017,2017-6,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,6,2018,2018-6,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,6,2019,2019-6,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,6,2021,2021-6,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,7,2018,2018-7,3,4,0.345742014,0.460989352
Melbourne - West,867699,Major Cities of Australia,7,2019,2019-7,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,7,2021,2021-7,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,8,2015,2015-8,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,8,2016,2016-8,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,8,2017,2017-8,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,8,2018,2018-8,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,8,2019,2019-8,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,8,2021,2021-8,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,9,2016,2016-9,3,3,0.345742014,0.345742014
Melbourne - West,867699,Major Cities of Australia,9,2017,2017-9,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,9,2018,2018-9,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,9,2019,2019-9,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,9,2020,2020-9,1,2,0.115247338,0.230494676
Melbourne - West,867699,Major Cities of Australia,10,2015,2015-10,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,10,2016,2016-10,4,4,0.460989352,0.460989352
Melbourne - West,867699,Major Cities of Australia,10,2018,2018-10,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,10,2020,2020-10,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,11,2016,2016-11,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,11,2017,2017-11,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,11,2019,2019-11,5,5,0.57623669,0.57623669
Melbourne - West,867699,Major Cities of Australia,11,2020,2020-11,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,12,2015,2015-12,1,2,0.115247338,0.230494676
Melbourne - West,867699,Major Cities of Australia,12,2016,2016-12,2,2,0.230494676,0.230494676
Melbourne - West,867699,Major Cities of Australia,12,2017,2017-12,1,3,0.115247338,0.345742014
Melbourne - West,867699,Major Cities of Australia,12,2018,2018-12,2,3,0.230494676,0.345742014
Melbourne - West,867699,Major Cities of Australia,12,2019,2019-12,1,1,0.115247338,0.115247338
Melbourne - West,867699,Major Cities of Australia,12,2020,2020-12,2,2,0.230494676,0.230494676
Mid North Coast,224808,Inner Regional Australia,1,2015,2015-1,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,1,2017,2017-1,3,3,1.334472083,1.334472083
Mid North Coast,224808,Inner Regional Australia,1,2018,2018-1,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,1,2019,2019-1,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,1,2021,2021-1,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,2,2017,2017-2,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,2,2018,2018-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,2,2021,2021-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,3,2015,2015-3,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,3,2016,2016-3,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,3,2017,2017-3,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,3,2018,2018-3,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,3,2019,2019-3,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,3,2021,2021-3,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,4,2019,2019-4,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,4,2020,2020-4,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,4,2021,2021-4,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,5,2016,2016-5,4,4,1.77929611,1.77929611
Mid North Coast,224808,Inner Regional Australia,5,2020,2020-5,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,6,2015,2015-6,1,2,0.444824028,0.889648055
Mid North Coast,224808,Inner Regional Australia,6,2016,2016-6,4,4,1.77929611,1.77929611
Mid North Coast,224808,Inner Regional Australia,6,2018,2018-6,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,6,2020,2020-6,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,6,2021,2021-6,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,7,2015,2015-7,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,7,2016,2016-7,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,7,2017,2017-7,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,7,2019,2019-7,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,7,2021,2021-7,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,8,2015,2015-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,8,2017,2017-8,2,2,0.889648055,0.889648055
Mid North Coast,224808,Inner Regional Australia,8,2018,2018-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,8,2021,2021-8,2,3,0.889648055,1.334472083
Mid North Coast,224808,Inner Regional Australia,9,2017,2017-9,3,3,1.334472083,1.334472083
Mid North Coast,224808,Inner Regional Australia,9,2018,2018-9,3,3,1.334472083,1.334472083
Mid North Coast,224808,Inner Regional Australia,9,2019,2019-9,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,9,2020,2020-9,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,10,2017,2017-10,3,3,1.334472083,1.334472083
Mid North Coast,224808,Inner Regional Australia,10,2019,2019-10,2,3,0.889648055,1.334472083
Mid North Coast,224808,Inner Regional Australia,11,2015,2015-11,1,2,0.444824028,0.889648055
Mid North Coast,224808,Inner Regional Australia,11,2016,2016-11,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,11,2017,2017-11,3,3,1.334472083,1.334472083
Mid North Coast,224808,Inner Regional Australia,12,2016,2016-12,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,12,2017,2017-12,1,1,0.444824028,0.444824028
Mid North Coast,224808,Inner Regional Australia,12,2019,2019-12,2,2,0.889648055,0.889648055
Mid North Coast,224808,Outer Regional Australia,1,2015,2015-1,3,3,1.334472083,1.334472083
Mid North Coast,224808,Outer Regional Australia,1,2019,2019-1,4,5,1.77929611,2.224120138
Mid North Coast,224808,Outer Regional Australia,2,2015,2015-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,2,2016,2016-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,2,2017,2017-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,2,2018,2018-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,2,2021,2021-2,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,3,2016,2016-3,2,2,0.889648055,0.889648055
Mid North Coast,224808,Outer Regional Australia,3,2017,2017-3,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,3,2019,2019-3,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,4,2015,2015-4,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,5,2016,2016-5,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,5,2021,2021-5,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,6,2017,2017-6,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,6,2021,2021-6,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,7,2015,2015-7,2,2,0.889648055,0.889648055
Mid North Coast,224808,Outer Regional Australia,7,2016,2016-7,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,7,2017,2017-7,1,2,0.444824028,0.889648055
Mid North Coast,224808,Outer Regional Australia,7,2019,2019-7,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,7,2021,2021-7,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,8,2017,2017-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,8,2018,2018-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,8,2019,2019-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,8,2020,2020-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,8,2021,2021-8,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,9,2019,2019-9,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,10,2015,2015-10,3,5,1.334472083,2.224120138
Mid North Coast,224808,Outer Regional Australia,10,2016,2016-10,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,10,2017,2017-10,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,10,2018,2018-10,2,2,0.889648055,0.889648055
Mid North Coast,224808,Outer Regional Australia,10,2019,2019-10,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,11,2015,2015-11,2,3,0.889648055,1.334472083
Mid North Coast,224808,Outer Regional Australia,11,2019,2019-11,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,12,2015,2015-12,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,12,2017,2017-12,1,1,0.444824028,0.444824028
Mid North Coast,224808,Outer Regional Australia,12,2019,2019-12,1,1,0.444824028,0.444824028
Moreton Bay - North,261602,Inner Regional Australia,2,2019,2019-2,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,2,2020,2020-2,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,3,2021,2021-3,2,3,0.764520149,1.146780223
Moreton Bay - North,261602,Inner Regional Australia,4,2018,2018-4,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,4,2020,2020-4,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,4,2021,2021-4,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,5,2021,2021-5,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,6,2018,2018-6,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,7,2018,2018-7,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,8,2018,2018-8,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,8,2019,2019-8,2,2,0.764520149,0.764520149
Moreton Bay - North,261602,Inner Regional Australia,8,2020,2020-8,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,9,2018,2018-9,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,11,2020,2020-11,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Inner Regional Australia,12,2020,2020-12,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,1,2019,2019-1,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,2,2020,2020-2,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,2,2021,2021-2,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,3,2020,2020-3,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,3,2021,2021-3,1,2,0.382260074,0.764520149
Moreton Bay - North,261602,Major Cities of Australia,4,2019,2019-4,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,4,2020,2020-4,2,2,0.764520149,0.764520149
Moreton Bay - North,261602,Major Cities of Australia,5,2019,2019-5,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,5,2020,2020-5,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,6,2018,2018-6,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,6,2020,2020-6,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,6,2021,2021-6,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,7,2018,2018-7,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,7,2021,2021-7,2,3,0.764520149,1.146780223
Moreton Bay - North,261602,Major Cities of Australia,8,2019,2019-8,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,8,2020,2020-8,3,3,1.146780223,1.146780223
Moreton Bay - North,261602,Major Cities of Australia,8,2021,2021-8,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,9,2019,2019-9,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,9,2020,2020-9,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,10,2018,2018-10,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,10,2019,2019-10,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,11,2020,2020-11,1,1,0.382260074,0.382260074
Moreton Bay - North,261602,Major Cities of Australia,12,2020,2020-12,1,1,0.382260074,0.382260074
Moreton Bay - South,223958,Inner Regional Australia,4,2021,2021-4,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Inner Regional Australia,5,2019,2019-5,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Inner Regional Australia,5,2021,2021-5,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Inner Regional Australia,7,2019,2019-7,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,1,2021,2021-1,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,2,2021,2021-2,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,3,2018,2018-3,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,5,2019,2019-5,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,5,2020,2020-5,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,6,2019,2019-6,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,6,2020,2020-6,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,7,2018,2018-7,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,8,2020,2020-8,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,9,2018,2018-9,2,2,0.893024585,0.893024585
Moreton Bay - South,223958,Major Cities of Australia,9,2019,2019-9,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,11,2020,2020-11,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,12,2018,2018-12,1,1,0.446512292,0.446512292
Moreton Bay - South,223958,Major Cities of Australia,12,2020,2020-12,1,1,0.446512292,0.446512292
Mornington Peninsula,312200,Inner Regional Australia,1,2021,2021-1,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Inner Regional Australia,2,2016,2016-2,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Inner Regional Australia,3,2016,2016-3,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Inner Regional Australia,6,2019,2019-6,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Inner Regional Australia,8,2020,2020-8,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Inner Regional Australia,9,2018,2018-9,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Inner Regional Australia,12,2017,2017-12,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,1,2020,2020-1,2,3,0.64061499,0.960922486
Mornington Peninsula,312200,Major Cities of Australia,1,2021,2021-1,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,2,2016,2016-2,3,3,0.960922486,0.960922486
Mornington Peninsula,312200,Major Cities of Australia,2,2019,2019-2,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,2,2020,2020-2,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,3,2016,2016-3,3,3,0.960922486,0.960922486
Mornington Peninsula,312200,Major Cities of Australia,3,2018,2018-3,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,3,2020,2020-3,4,4,1.281229981,1.281229981
Mornington Peninsula,312200,Major Cities of Australia,4,2015,2015-4,2,3,0.64061499,0.960922486
Mornington Peninsula,312200,Major Cities of Australia,4,2017,2017-4,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,4,2019,2019-4,4,4,1.281229981,1.281229981
Mornington Peninsula,312200,Major Cities of Australia,4,2020,2020-4,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,4,2021,2021-4,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,5,2015,2015-5,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,5,2016,2016-5,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,5,2017,2017-5,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,5,2019,2019-5,2,4,0.64061499,1.281229981
Mornington Peninsula,312200,Major Cities of Australia,6,2015,2015-6,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,6,2017,2017-6,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,6,2018,2018-6,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,6,2021,2021-6,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,7,2017,2017-7,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,7,2019,2019-7,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,8,2015,2015-8,2,3,0.64061499,0.960922486
Mornington Peninsula,312200,Major Cities of Australia,8,2020,2020-8,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,8,2021,2021-8,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,9,2016,2016-9,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,10,2015,2015-10,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,10,2017,2017-10,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,10,2019,2019-10,3,3,0.960922486,0.960922486
Mornington Peninsula,312200,Major Cities of Australia,11,2016,2016-11,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,11,2017,2017-11,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,11,2019,2019-11,2,2,0.64061499,0.64061499
Mornington Peninsula,312200,Major Cities of Australia,11,2020,2020-11,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,12,2015,2015-12,1,1,0.320307495,0.320307495
Mornington Peninsula,312200,Major Cities of Australia,12,2016,2016-12,1,1,0.320307495,0.320307495
